Phần,Thời gian,Scripts,Concept kỹ thuật
,04:36 - 04:45,"""Phát hiện quan trọng của dự án chỉ ra rằng: sự kết hợp chiến lược giữa dữ liệu ngữ cảnh dài chất lượng cao (như mã nguồn và các tệp notebook) cùng với dữ liệu ngữ cảnh ngắn chất lượng cao chính là yếu tố quyết định để duy trì năng lực suy luận của mô hình.""","- Ký hiệu dễ làm: Từ chữ dữ liệu, rã làm hai nhánh công thức chữ đơn giản: [Mã nguồn + Notebook (Ngữ cảnh dài)] $+$ [Dữ liệu chất lượng cao (Ngữ cảnh ngắn)] $\rightarrow$ Duy trì năng lực suy luận.
- Chuyển cảnh: Toàn bộ sơ đồ chữ mờ dần rồi biến mất (FadeOut)."
,04:45 - 04:58,"""Tất cả những công trình này — từ Curating, WebOrganizer, Regmix cho đến PROLONG — đều là những bài báo thuần học thuật vận hành nghiêm túc trong ngân sách giới hạn. Giới học thuật mới chỉ bắt đầu chạm vào bề nổi của đại dương tri thức dữ liệu.""","- Ký hiệu dễ làm: Lần lượt 4 nhãn chữ công trình hiện ra xếp thành một hàng ngang cân đối: Curating | WebOrganizer | Regmix | PROLONG. Bao quanh toàn bộ là nhãn chữ: Ngân sách học thuật giới hạn.
- Chuyển cảnh: 4 nhãn chữ công trình biến mất, mở ra chương phụ về Hậu huấn luyện."
,04:58 - 05:07,"""Dù các công cụ hiện tại còn thô sơ và nhiều câu hỏi mở về sự tương tác giữa chất lượng dữ liệu với quy luật mở rộng (Scaling laws) vẫn chưa có lời giải, nhưng có một điều chắc chắn: nghiên cứu dữ liệu tiền huấn luyện chính là nền móng vững chắc nhất để học thuật tạo ra những tác động thay đổi cục diện công nghệ AI.""","- Ký hiệu dễ làm: Một Hình chữ nhật màu xanh dương dày nằm ngang xuất hiện ở đáy màn hình mang nhãn chữ: NỀN MÓNG: NGHIÊN CỨU DỮ LIỆU TIỀN HUẤN LUYỆN.
- Chuyển cảnh: Hình chữ nhật nền móng này chìm dần xuống dưới cạnh màn hình, nhường chỗ cho khối chữ đấu trường hậu huấn luyện trồi lên từ phía dưới."
,05:07 - 05:14,"""Sau khi giải quyết xong bài toán dữ liệu đầu vào, giới học thuật tiến tới một tử địa đắt đỏ hơn: huấn luyện mô hình.""","- Ký hiệu dễ làm: Xuất hiện dòng chữ tiêu đề lớn rực cháy: CHƯƠNG PHỤ: HẬU HUẤN LUYỆN (POST-TRAINING).
- Chuyển cảnh: Dòng chữ tiêu đề thu nhỏ dịch chuyển lên trên."
,05:14 - 05:22,"""Nhưng tại sao chúng ta phải bỏ hàng triệu đô-la để huấn luyện lại từ đầu (Pre-training), trong khi hoàn toàn có thể đứng trên vai những gã khổng lồ?""",- Ký hiệu dễ làm: Xuất hiện nhãn chữ Huấn luyện từ đầu (Pre-training): Hàng triệu $ màu đỏ bị một dấu gạch chéo xóa bỏ. Kế bên
,05:22 - 05:31,"""Chiến lược ở đây là tận dụng các Mô hình trọng số mở (Open-weight models) như Llama hay Mistral để làm tinh chỉnh và căn chỉnh hành vi.""","- Ký hiệu dễ làm: Hai khối chữ nhãn thương hiệu Llama và Mistral hiện ra song song ở giữa màn hình (dùng hàm FadeIn). Bao quanh hai khối chữ này là một Hình chữ nhật viền nét đứt màu xanh dương mang dòng chữ chú thích: Open-weight Models.  
- Chuyển cảnh: Toàn bộ khối chữ và hình chữ nhật thu nhỏ lại và đẩy lệch sang phía bên trái màn hình."
,05:31 - 05:35,"""Lúc này, kỹ thuật Tối ưu hóa phản hồi (Preference Optimization) lên ngôi.""","- Ký hiệu dễ làm: Ở nửa trống bên phải màn hình, xuất hiện dòng chữ lớn rực sáng màu vàng: PREFERENCE OPTIMIZATION.  
- Chuyển cảnh: Toàn bộ khung cảnh mờ dần (FadeOut), nhường chỗ cho một ví dụ trực quan bằng sơ đồ chữ ở câu kế tiếp."
,05:35 - 05:51,"""Thuật toán sẽ sử dụng các cặp dữ liệu so sánh, ví dụ như với câu lệnh: 'Linh vật của đại học Princeton là gì?', mô hình sẽ học cách ưu tiên câu trả lời đúng là 'Con Hổ' và loại bỏ câu trả lời sai là 'Con Sóc'.""","- Ký hiệu dễ làm: Hiện dòng chữ câu lệnh ở trên cùng: Prompt: 'Linh vật của đại học Princeton là gì?'. Phía dưới rã làm hai nhánh chữ so sánh: 
  + Nhánh thắng (Winning): Chữ [✓] Con Hổ màu xanh lá cây kèm một Hình tròn xanh rực sáng.  
  + Nhánh thua (Losing): Chữ [✗] Con Sóc màu đỏ bị một dấu gạch chéo xóa bỏ. 
- Chuyển cảnh: Sơ đồ ví dụ này biến mất (FadeOut), chuẩn bị đưa thuật toán đối lập vào.  "
,05:51 - 06:01,"""Nếu như trước đây, khối công nghiệp thống trị bằng phương pháp DPO cồng kềnh từ Stanford, thì năm vừa qua, phòng lab Princeton đã tạo nên một bước ngoặt với thuật toán SimPO.""","- Ký hiệu dễ làm: Màn hình xuất hiện hai nhãn chữ đối lập: Bên trái là chữ Khối công nghiệp: DPO (Stanford) màu đỏ gắn liền với một Hình chữ nhật màu xám lớn (biểu thị tính cồng kềnh). Bên phải là chữ Princeton Lab: SimPO màu xanh dương rực sáng.  
- Chuyển cảnh: Khối chữ DPO của Stanford mờ hẳn đi, tiêu điểm dịch chuyển hoàn toàn vào nhãn chữ SimPO ở câu sau.  "
,06:01 - 06:17,"""Bằng cách loại bỏ hoàn toàn mô hình tham chiếu phức tạp và đưa vào cơ chế chuẩn hóa độ dài, SimPO sử dụng một công thức toán học tối giản để ép mô hình chọn ra câu trả lời chất lượng nhất một cách vô cùng nhẹ nhàng.""","- Ký hiệu dễ làm: Phía dưới nhãn chữ SimPO, xuất hiện một công thức toán học chữ tối giản hiển thị bằng Manim MathTex. Một Hình vòng tròn màu xanh dương mảnh tự vẽ bao quanh lấy công thức này, đồng thời đẩy một hình hộp mang chữ Mô hình tham chiếu phức tạp bay văng ra ngoài màn hình.  
- Chuyển cảnh: Giữ nguyên chữ SimPO và công thức, chuẩn bị hiển thị số liệu thực nghiệm để chứng minh sức mạnh.  "
,06:17 - 06:22,"""Hiệu quả thực tế của thuật toán SimPO đã tạo nên một cú sốc lớn.""","- Ký hiệu dễ làm: Dòng chữ CÚ SỐC HIỆU NĂNG màu vàng hiện ra ở tâm màn hình và tự động phóng to kích thước (scale).  
- Chuyển cảnh: Dòng chữ biến mất nhanh chóng, mở ra thông số của phòng lab đại học.  "
,06:22 - 06:36,"""Khi áp dụng trên mô hình Gemma 2-9B của Google với chỉ 50.000 câu lệnh mẫu, thuật toán SimPO chỉ mất chưa đầy 2 tiếng đồng hồ chạy trên 8 GPU — một mức ngân sách tính toán gần như bằng không của phòng lab đại học.""","- Ký hiệu dễ làm: Hiện các thông số chi phí thực nghiệm bằng chữ xếp thẳng hàng dọc : Mô hình: Gemma 2-9B (Google) --> Dữ liệu: 50.000 Mẫu --> Chi phí: 8 GPU / < 2 Tiếng. Phía dưới hiện nhãn chữ màu xanh lá cây: Ngân sách tính toán ~ 0.  
- Chuyển cảnh: Toàn bộ các khối chữ thông số biến mất dứt khoát (FadeOut), nhường chỗ cho bảng xếp hạng uy tín thế giới.  "
,06:36 - 06:52,"""Nhưng khi đưa lên Chatbot Arena — bảng xếp hạng uy tín nhất do người dùng trực tiếp đánh giá — mô hình Gemma-2-SimPO lập tức nhảy vọt 18 bậc, trở thành mô hình mạnh mẽ nhất thế giới trong phân khúc dưới 10 tỷ tham số và thu về hơn 1,2 triệu lượt tải xuống.""","- Ký hiệu dễ làm [Mô phỏng bảng xếp hạng]: Xuất hiện nhãn chữ tiêu đề: CHATBOT ARENA LEADERBOARD. Một thanh ngang dẹt màu xanh dương đại diện cho nhãn chữ Gemma-2-SimPO tự động dịch chuyển tịnh tiến chạy vọt lên phía trên (sử dụng lệnh shift(UP)) vượt qua các dòng chữ khác, kèm con số hiển thị rực sáng: +18 Bậc. Hiện bộ đếm số lượt tải nhảy nhanh đến mốc chữ: 1.2M+ Downloads.  
- Chuyển cảnh: Thanh bảng xếp hạng biến mất, màn hình quay lại trạng thái tối giản với hai tông màu đối lập nhằm thể hiện tư duy lật ngược vấn đề.  "
,06:52 - 06:58,"""Tuy nhiên, đỉnh cao tư duy học thuật không dừng lại ở những con số chuyển động.""","- Ký hiệu dễ làm: Toàn bộ các con số lượt tải đang nhấp nháy trên màn hình đồng loạt mờ dần và biến mất hoàn toàn (FadeOut). Xuất hiện một dòng chữ màu xanh dương kiên định ở trung tâm: TƯ DUY KHOA HỌC SÂU XA.  
- Chuyển cảnh: Giữ nguyên dòng chữ để đưa hai câu hỏi phản biện lớn vào nền đen.  "
,06:58 - 07:11,"""Giới nghiên cứu tiếp tục đặt câu hỏi lật ngược vấn đề: Tại sao cùng một thuật toán SimPO khi chạy trên nền Llama 3 và Gemma 2 lại cho ra những hiện tượng quên kiến thức khác nhau?""","- Ký hiệu dễ làm: Xuất hiện nhãn chữ câu hỏi số 1: ? Tại sao hiện tượng quên kiến thức (Catastrophic Forgetting) giữa Llama 3 và Gemma 2 lại khác nhau?.  
- Chuyển cảnh: Dòng chữ câu hỏi 1 dịch chuyển nhẹ lên phía trên để nhường không gian cho câu hỏi 2. "
,07:11 - 07:20,"""Tại sao xu hướng học tăng cường cho lập luận hiện tại đều chọn Qwen 2.5 làm gốc chứ không phải Llama 3 ?""","- Ký hiệu dễ làm: Xuất hiện nhãn chữ câu hỏi số 2 ngay phía dưới: ? Tại sao xu hướng Reinforcement Learning chọn gốc Qwen 2.5 chứ không phải Llama 3?.  
- Chuyển cảnh: Cả hai câu hỏi lớn cùng thu nhỏ lại, nhường chỗ cho kết luận mang tính bản chất của giới học thuật ở câu sau. "
,07:20 - 07:37,"""Học thuật chỉ ra rằng: thế giới đang thiếu những nghiên cứu kiểm soát toàn diện (controlled studies) về mối tương tác giữa mô hình nền, dữ liệu và thuật toán hậu huấn luyện.""","- Ký hiệu dễ làm: Xuất hiện một Hình tam giác màu xanh dương lớn đại diện cho mối tương tác 3 chân vững chãi. Ba đỉnh của hình tam giác ghi 3 nhãn chữ rõ ràng: MÔ HÌNH NỀN — DỮ LIỆU — THUẬT TOÁN HẬU HUẤN LUYỆN. Ở giữa hình tam giác hiện dòng chữ màu đỏ nhấp nháy: THIẾU NGHIÊN CỨU KIỂM SOÁT TOÀN DIỆN.  
- Chuyển cảnh: Hình tam giác nứt vỡ ra rồi biến mất, thay thế bằng biểu tượng hộp đen.  "
,07:37 - 07:44,"""Chúng ta cần hiểu rõ bản chất sâu xa của những chiếc hộp đen này trước khi mơ về việc mở rộng quy mô.""","- Ký hiệu dễ làm: Xuất hiện lại Hình vuông lớn màu đen đặc đại diện cho Hộp đen công nghiệp. Một mũi tên dài chỉ hướng đi lên đại diện cho chữ Mở rộng quy mô (Scale up) xuất hiện nhưng bị một vệt màu đỏ chặn đứng lại.  
- Chuyển cảnh: Khối hộp đen mờ dần. Thanh tiến trình (Progress Bar) ở góc dưới cùng màn hình lúc này chính thức chạy chạm mốc 75% chiều dài, phát ra một xung sáng ngắn báo hiệu kết thúc trọn vẹn Phần 4.  "
,07:44 - 07:52,"""Chính tư duy luôn đào sâu vào bản chất khoa học đó đã chứng minh một chân lý: Một thuật toán thông minh, tinh gọn được thực thi đúng cách hoàn toàn có thể san phẳng khoảng cách tài nguyên hàng triệu đô-la.""","- Ký hiệu dễ làm [Chốt hạ cao trào kỹ thuật]: Xuất hiện một đường thẳng nằm ngang (Line) như một chiếc thước đo cân bằng ở giữa màn hình.  
  + Đầu bên trái thước đo: Nhãn chữ Thuật toán tinh gọn + Đúng cách màu xanh dương.  
  + Đầu bên phải thước đo: Nhãn chữ Tài nguyên hàng triệu Đô-la màu đỏ.  
- Hai đầu của thước đo tự động dịch chuyển về vị trí thăng bằng tuyệt đối nằm ngang để thị giác hóa cụm từ ""san phẳng khoảng cách tài nguyên"". 
- Chuyển cảnh: Màn hình không xóa đột ngột mà giữ nguyên đường thẳng thăng bằng này, làm mờ nhẹ nền để chuẩn bị ráp nối trực tiếp vào câu thoại mở đầu của Phần 5: Lời kêu gọi. "
Phần 5: Lời kêu gọi,00:00 - 00:13,"""Trước khi khép lại bức tranh toàn cảnh, có một điểm sáng cuối cùng đang định hình lại ranh giới của công nghệ: đó là sức mạnh bứt phá của Học tăng cường cho suy luận (Reinforcement Learning for reasoning).""","- Ký hiệu dễ làm: Trên nền màn hình đang có đường thẳng thăng bằng ở cuối Phần 4, xuất hiện dòng chữ tiêu đề lớn rực sáng màu vàng ở giữa: REINFORCEMENT LEARNING FOR REASONING.
- Chuyển cảnh: Dòng chữ tiêu đề dịch chuyển trượt nhẹ lên phía trên góc màn hình."
,00:13 - 00:26,"""Ngay tại Princeton, dự án Goedel Prover đã chứng minh rằng: chỉ bằng các kỹ thuật huấn luyện sau (Post-training) cực kỳ tinh gọn, giới học thuật vẫn có thể tự tay phát triển nên những mô hình tiên tiến nhất thế giới trong việc tạo ra bằng chứng hình thức.""","- Ký hiệu dễ làm: Xuất hiện một nhãn chữ lớn màu xanh dương: DỰ ÁN: GOEDEL PROVER (Princeton). Phía dưới xuất hiện một icon Hình vuông viền xanh dương mảnh mang chữ Post-training tinh gọn kèm một mũi tên chỉ thẳng đến khối chữ: Bằng chứng hình thức / Tiên tiến nhất.
- Chuyển cảnh: Toàn bộ khối chữ của Goedel Prover biến mất (FadeOut)."
,00:26 - 00:43,"""Nhìn lại toàn bộ hành trình, từ những mô hình cắt tỉa như Sheared LLaMA, mô hình ngữ cảnh dài ProLong, cho đến thuật toán tối ưu phản hồi SimPO... tất cả đều có một mẫu số chung:""","- Ký hiệu dễ làm: Lần lượt 3 nhãn chữ thành tựu cũ hiện ra xếp thành một hàng dọc đều đặn ở nửa bên trái màn hình: 1. Sheared LLaMA (Cắt tỉa) $\rightarrow$ 2. PROLONG (Ngữ cảnh dài) $\rightarrow$ 3. SimPO (Tối ưu phản hồi). Một dấu mũi tên dài từ 3 nhãn này chỉ chung vào một Hình chữ nhật màu xanh dương ở bên phải mang chữ MẪU SỐ CHUNG.
- Chuyển cảnh: Giữ nguyên cấu trúc để phân rã nội dung mẫu số chung ở câu sau."
,00:43 - 00:54,"""Chúng được sinh ra trong nghịch cảnh, được xây dựng chỉ bằng một phần nhỏ tài nguyên tính toán của khối công nghiệp, nhưng lại đạt được những thành tựu ""Trạng thái công nghệ tiên tiến nhất"" đầy kiêu hãnh.""","- Ký hiệu dễ làm: Bên trong hình chữ nhật mẫu số chung, xuất hiện dòng chữ: Sinh trong nghịch cảnh \| Chi phí siêu nhỏ. Ngay sau đó, dòng chữ này biến đổi thuộc tính (Transform) rực sáng thành chữ viền vàng: ""SOTA / TRẠNG THÁI CÔNG NGHỆ TIÊN TIẾN NHẤT"".
- Chuyển cảnh: Giữ nguyên chữ SOTA, mờ dần các phần còn lại."
,00:54 - 01:10,"""Giới học thuật có thể không sở hữu những siêu mô hình thương mại, nhưng chúng ta đang đóng góp những tri thức nền tảng quý giá cho nhân loại thông qua những thực nghiệm có kiểm soát chặt chẽ và những bài báo khoa học chất lượng.""","- Ký hiệu dễ làm: Xuất hiện hai nhãn chữ đối lập: Trên màn hình hiện chữ [✗] Siêu mô hình thương mại màu đỏ bị gạch bỏ, phía dưới hiện chữ [✓] Tri thức nền tảng + Bài báo khoa học chất lượng màu xanh dương rực sáng.
- Chuyển cảnh: Toàn bộ các dòng chữ xóa sạch (FadeOut)."
,01:10 - 01:21,"""Các hướng đi như mô hình ngôn ngữ quy mô nhỏ, tinh lọc dữ liệu hay tinh chỉnh hậu huấn luyện đều đã khẳng định được chỗ đứng trong vài năm qua.""","- Ký hiệu dễ làm: Xuất hiện 3 Hình tròn màu xanh dương nhỏ đặt cạnh nhau chứa 3 nhãn chữ: Mô hình nhỏ — Tinh lọc dữ liệu — Hậu huấn luyện. Cả 3 hình tròn cùng hiện một dấu tích xanh [✓].
- Chuyển cảnh: 3 hình tròn dịch chuyển thu nhỏ dạt xuống cạnh dưới màn hình."
,01:21 - 01:31,"""Nhưng điều tuyệt vời nhất ở trường đại học không dừng lại ở đó, mà nằm ở việc: Nơi đây luôn dung dưỡng và khuyến khích những ý tưởng táo bạo, độc đáo và điên rồ nhất.""","- Ký hiệu dễ làm: Ở trung tâm màn hình, xuất hiện một dòng chữ lớn viết hoa rực sáng: Ý TƯỞNG TÁO BẠO & ĐIÊN RỒ NHẤT.
- Chuyển cảnh: Giữ nguyên dòng chữ làm tiêu đề, hiện 3 câu hỏi giả định bên dưới ở các câu thoại tiếp theo."
,01:31 - 01:37,"""Biết đâu thế hệ AI tiếp theo sẽ không còn sử dụng kiến trúc Transformer?""","- Ký hiệu dễ làm: Xuất hiện dòng chữ câu hỏi 1: ? Không còn sử dụng Transformer? màu vàng.
- Chuyển cảnh: Dòng chữ 1 dịch chuyển nhẹ, nhường chỗ cho dòng chữ 2."
,01:37 - 01:50,"""Biết đâu chúng ta sẽ không cần phụ thuộc vào cơ chế dự đoán token tiếp theo làm mục tiêu huấn luyện duy nhất, cũng không cần đến những kho dữ liệu web khổng lồ mà thay vào đó là dữ liệu tổng hợp (Synthetic Data) siêu chất lượng?""","- Ký hiệu dễ làm: Xuất hiện tiếp dòng chữ câu hỏi 2 ở dưới: ? Thay thế dự đoán Token + Dùng Dữ liệu tổng hợp (Synthetic Data) chất lượng cao? màu vàng.
- Chuyển cảnh: Khung chữ biến mất nhanh chóng."
,01:50 - 01:55,"""Học thuật chính là thánh đường lý tưởng để đặt ra những câu hỏi lật đổ này.""","- Ký hiệu dễ làm: Xuất hiện nhãn chữ lớn nằm trong một Hình hộp viền xanh dương: HỌC THUẬT = THÁNH ĐƯỜNG CỦA CÁC CÂU HỎI LẬT ĐỔ.
- Chuyển cảnh: Hình hộp viền xanh bất ngờ bị một khung màu xám khổng lồ xuất hiện bao vây ép chặt lại từ hai phía ở câu sau."
,01:55 - 02:02,"""Thế nhưng, một nghịch lý phũ phàng lại xuất hiện: Giới học thuật có ý tưởng, nhưng lại hoàn toàn bất lực trong việc kiểm chứng chúng khi mở rộng quy mô (Scale up).""","- Ký hiệu dễ làm: Xuất hiện dòng chữ màu đỏ lớn đè lên giữa màn hình: NGHỊCH LÝ: BẤT LỰC KHI MỞ RỘNG QUY MÔ (SCALE UP).
- Chuyển cảnh: Giữ nguyên dòng chữ nghịch lý để đưa ví dụ thực tế đau lòng vào ở câu sau."
,02:02 - 02:12,"""Câu chuyện về mô hình bộ nhớ tăng cường chỉ dừng lại ở quy mô 200 triệu tham số cách đây 3 năm vì thiếu kinh phí chính là một minh chứng đau lòng cho những ý tưởng hay chưa bao giờ có cơ hội được lớn lên.""","- Ký hiệu dễ làm: Xuất hiện nhãn chữ ví dụ: Mô hình bộ nhớ tăng cường (Cách đây 3 năm). Kế bên hiện thông số quy mô bị giới hạn bằng chữ màu đỏ: Dừng lại ở 200M Parameters kèm dòng chữ chú thích lý do: [✗] Thiếu kinh phí.
- Chuyển cảnh: Toàn bộ khung cảnh cũ biến mất hoàn toàn (FadeOut), đưa màn hình về trạng thái trống tối giản."
,02:12 - 02:17,"""Vậy, lối thoát thực sự là gì khi một phòng lab thậm chí còn không có nổi 4 hay 8 GPU?""","- Ký hiệu dễ làm: Hiện dòng chữ câu hỏi lớn ở tâm: LỐI THOÁT THỰC SỰ LÀ GÌ? kèm icon chữ nhỏ nhấp nháy bên dưới: Phòng lab không có nổi 4-8 GPU.
- Chuyển cảnh: Giữ nguyên câu hỏi, đưa câu trả lời xuất hiện ngay phía dưới."
,02:17 - 02:22,"""Câu trả lời không phải là đứng nhìn các nhóm có đặc quyền làm nhiều hơn, mà là tái định nghĩa lại cách chúng ta hợp tác.""","- Ký hiệu dễ làm: Dòng chữ câu hỏi biến mất, thay thế bằng dòng chữ khẳng định rực sáng màu xanh dương: TÁI ĐỊNH NGHĨA CÁCH HỢP TÁC.
- Chuyển cảnh: Dòng chữ dịch chuyển lên trên làm tiêu đề cho 3 giải pháp chia sẻ nguồn lực ở các câu tiếp theo."
,02:22 - 02:35,"""Chúng ta có thể tối ưu nguồn lực ở cấp độ tổ chức thông qua việc chia sẻ cụm máy tính (Cluster sharing), dùng chung tài nguyên hay lập lịch thông minh liên phòng thí nghiệm giống như bộ lập lịch đa người dùng mà Princeton đang thử nghiệm.""","- Ký hiệu dễ làm: Xuất hiện một Hình tròn xanh lớn ở tâm ghi chữ Cụm máy tính chung (Cluster Sharing). Xung quanh xuất hiện 3-4 mũi tên chỉ hướng tỏa ra các khối chữ Lab A, Lab B, Lab C kèm nhãn chữ: Lập lịch thông minh (Princeton).
- Chuyển cảnh: Cụm biểu tượng thu nhỏ lại dạt sang bên trái màn hình."
,02:35 - 02:46,"Chúng ta hoàn toàn có thể học hỏi mô hình của các nước châu Âu và Canada: kéo nguồn lực GPU từ nhiều trường đại học về một mối để tạo sự tiếp cận công bằng, hiệu quả.""","- Ký hiệu dễ làm: Ở nửa bên phải màn hình, xuất hiện các nhãn chữ đại diện: Châu Âu & Canada. Vẽ các nét mũi tên chỉ hướng gom tụ từ nhiều điểm chữ Đại học về một Khối chữ trung tâm duy nhất mang tên: Hồ tài nguyên GPU chung.
- Chuyển cảnh: Toàn bộ sơ đồ các mũi tên biến mất dứt khoát (FadeOut)."
,02:46 - 02:52,"""Đồng thời, các chương trình hỗ trợ từ Microsoft hay NVIDIA cũng đang thu hẹp dần khoảng cách thế kỷ này.""","- Ký hiệu dễ làm: Xuất hiện hai nhãn chữ thương hiệu lớn: Microsoft và NVIDIA. Vẽ một Đường mũi tên hai chiều nối giữa hai khối chữ Học thuật và Công nghiệp kèm dòng chữ chú thích: Thu hẹp khoảng cách.
- Chuyển cảnh: Khung chữ biến mất, chuẩn bị cho lời hiệu triệu kết thúc video."
,02:52 - 03:04,"""Hãy để giới học thuật cùng chung tay xây dựng thế hệ mô hình ngôn ngữ tiếp theo.""","- Ký hiệu dễ làm: Xuất hiện dòng chữ lớn rực sáng, nằm căn chính giữa màn hình: CHUNG TAY XÂY DỰNG THẾ HỆ LM TIẾP THEO.
- Chuyển cảnh: Giữ nguyên dòng chữ, hiển thị tiếp thông điệp cốt lõi ở câu sau."
,03:04 - 03:19,"""Có thể chúng ta không có đủ tiền để huấn luyện những siêu mô hình tiên phong mạnh nhất, nhưng bằng cách chia sẻ cơ sở hạ tầng, dữ liệu và những hiểu biết khoa học nghiêm túc, chúng ta hoàn toàn có thể viết nên những bài báo xuất sắc và tạo ra những mô hình mã nguồn mở thực sự hữu ích cho nhân loại.""","- Ký hiệu dễ làm: Xuất hiện một danh sách các khối chữ giá trị hành động cốt lõi hiện ra đồng loạt: [✓] Chia sẻ hạ tầng | [✓] Chia sẻ dữ liệu | [✓] Hiểu biết khoa học nghiêm túc. Phía dưới dẫn ra một mũi tên lớn chỉ đến dòng chữ xanh dương phát sáng: Bài báo xuất sắc + Mô hình mã nguồn mở hữu ích.
- Chuyển cảnh: Toàn bộ các khối chữ trên màn hình từ từ mờ dần (sử dụng hiệu ứng giảm opacity về 0.1), chỉ để lại một không gian trống dồn nén cho câu nói cuối cùng."
,03:19 - 03:30,"Bởi vì đôi khi, tất cả những gì khoa học cần để tạo nên một cuộc cách mạng... chỉ là một chuỗi các tác vụ nhỏ lẻ, âm thầm chạy trong đêm muộn mà thôi.""","- Ký hiệu dễ làm [Khoảnh khắc điện ảnh kết thúc video]: Tất cả chữ biến mất hoàn toàn. Màn hình đen yên lặng. Ở chính giữa tâm màn hình, xuất hiện một Dấu chấm tròn màu xanh dương siêu nhỏ đang nhấp nháy phát sáng đơn độc (tượng trưng cho tác vụ nhỏ lẻ chạy trong đêm).
- Phía dưới dấu chấm tròn hiện ra một dòng chữ thanh mảnh, xuất hiện chậm rãi bằng hiệu ứng viết chữ (Write với run_time=4): ...chỉ là một chuỗi các tác vụ nhỏ lẻ, âm thầm chạy trong đêm muộn mà thôi.
- Chuyển cảnh: Dòng chữ và dấu chấm tròn từ từ mờ dần vào bóng tối (FadeOut với thời gian chạy dài). Màn hình kết thúc video hoàn toàn."
